Manufacturer,Model,PR,Top Speed,Acceleration,Braking,Grip,Class,Type,Series,Price,Service Time,Service Cost,Is Available,Has Exclusive Events,In Main Career,In Season 1,In Season 2,In Season 3
Lamborghini,Miura,10.6,299,5.90,34.1,0.92,S,MR,2,490 Gold,195,1495,Yes,No,No,No,No,No
Lamborghini,Asterion LP910-4,63.4,320,3.00,28.3,1.44,S,M4,5,650 Gold,225,1647,Yes,No,No,Yes,No,No
Lamborghini,Huracan R3 Spec,64.4,362,2.90,27.4,1.31,R,M4,2,550 Gold,180,1812,Yes,No,No,Yes,No,Yes
Lamborghini,Aventador SVJ,62.9,349,2.50,28.7,1.20,S,M4,5,750 Gold,180,1812,Yes,Yes,No,Yes,No,No
Lamborghini,Huracan Performante,64.4,325,2.90,27.7,1.41,S,M4,3,560 Gold,180,1835,Yes,Yes,No,Yes,No,No
Lamborghini,Huracan STO,65.1,311,2.90,29.0,1.50,S,MR,3,700 Gold,180,1877,Yes,No,No,Yes,No,No
Lamborghini,Reventon,43.4,340,3.29,33.5,1.01,S,M4,1,750 Gold,180,1877,Yes,Yes,No,No,Yes,No
Lamborghini,Sian FKP 37,67.5,354,2.70,29.0,1.40,S,M4,3,750 Gold,180,1915,Yes,Yes,No,Yes,Yes,No
Lamborghini,Countach LPI 800-4,67.6,356,2.70,27.4,1.36,S,M4,2,750 Gold,180,1915,Yes,Yes,No,Yes,No,No
Lamborghini,Essenza SCV12,69.3,298,2.70,28.3,1.60,R,MR,3,750 Gold,180,1942,Yes,Yes,No,Yes,No,No
Lamborghini,Huracan GT3,65.2,280,3.03,29.3,1.63,R,MR,1,750 Gold,180,1990,Yes,No,No,No,No,No
Lamborghini,Sesto Elemento,68.9,338,2.50,27.4,1.38,S,M4,4,850 Gold,150,1997,Yes,Yes,No,No,No,Yes
Lamborghini,Centenario LP770-4,66.3,349,2.70,29.9,1.40,S,M4,3,850 Gold,180,1997,Yes,Yes,No,Yes,No,No
Lamborghini,Veneno,70.3,354,2.80,29.9,1.42,S,M4,4,900 Gold,315,2157,Yes,Yes,Yes,Yes,No,No
Lancia,LC2,82.5,385,2.80,28.3,1.80,R,MR,1,900 Gold,180,1997,Yes,No,No,Yes,No,No
Lexus,IS 350 F Sport (2014),5.9,230,5.60,32.6,0.91,P,FR,2,44000 R$,25,535,Yes,No,No,No,No,No
Lexus,IS F (2013),28.4,301,4.40,31.4,0.98,P,FR,2,62645 R$,45,662,Yes,No,Yes,No,No,No
Lexus,LFA,46.7,325,3.60,28.7,1.05,S,FR,4,130 Gold,170,1335,Yes,No,Yes,No,No,No
Lotus,Exige 360 Cup,42.5,274,3.60,29.9,1.15,R,MR,3,350 Gold,180,1415,Yes,No,No,No,No,No
Lotus,3-Eleven,57.3,290,2.90,28.3,1.30,R,MR,1,400 Gold,180,1415,Yes,No,No,No,No,No
Lotus,Type 125,96.2,330,2.65,17.7,2.85,R,MR(MHD),2,880 Gold,150,1997,Yes,Yes,No,No,No,No
Lotus,Emira,51.3,283,4.40,31.7,1.70,P,MR,2,600 Gold,180,1812,Yes,Yes,No,No,Yes,No
Lotus,Evija,83.8,340,2.30,29.3,1.93,S,M4,3,1100 Gold,180,2062,Yes,Yes,No,Yes,Yes,Yes
Lotus,Evija X,88.5,352,1.89,27.0,1.98,S,M4,2,1100 Gold,180,2062,Yes,Yes,No,No,No,No
Maserati,Granturismo MC Stradale,33.0,303,4.30,32.0,1.07,S,MR,3,390000 R$,165,1325,Yes,No,Yes,No,No,No
Maserati,Granturismo MC Stradale (Limited),41.5,319,3.80,30.2,1.08,S,MR,1,360 Gold,185,1425,Yes,No,No,No,No,No
Mazda,RX-3,0.1,185,7.70,42.1,0.80,P,FR,2,50 Gold,30,582,Yes,No,No,Yes,No,No
Mazda,MX-5 (NA),0.1,195,8.50,43.6,0.86,P,FR,2,60 Gold,40,617,Yes,Yes,No,No,Yes,No
Mazda,RX-7 Spirit R (FD),17.2,256,4.80,34.1,0.92,P,FR,4,175 Gold,75,832,Yes,Yes,No,No,Yes,No
Mazda,MX-5 (ND),11.8,219,5.70,32.0,1.08,P,FR,1,240 Gold,165,1332,Yes,No,No,No,Yes,No
Mazda,Furai,60.6,290,3.15,26.5,1.43,S,MR,2,700 Gold,180,1915,Yes,Yes,No,No,Yes,No
Mazda,787B,68.9,351,3.34,29.9,1.68,R,MR,2,800 Gold,180,1997,Yes,No,No,No,Yes,No
Mazda,RT24-P,78.5,322,2.77,25.6,1.75,R,MR,1,850 Gold,180,1997,Yes,No,No,No,No,No
McLaren,MP4-12C,48.3,330,2.90,30.5,1.06,S,MR,5,65 Gold,140,1192,Yes,No,Yes,No,No,No
McLaren,12C Spider,50.7,328,3.10,30.8,1.13,S,MR,3,300 Gold,90,1535,Yes,No,No,No,Yes,Yes
McLaren,570GT,46.7,328,3.30,31.1,1.08,S,MR,2,400 Gold,210,1560,Yes,No,No,No,No,No
McLaren,F1 GTR,51.1,362,3.90,30.2,1.30,R,MR(MHD),3,630 Gold,180,1665,Yes,No,Yes,No,No,No
McLaren,F1,52.7,377,3.20,33.8,1.20,S,MR(MHD),4,1250000 R$,240,1745,Yes,No,Yes,No,No,No
McLaren,720S GT3,65.4,283,3.04,29.6,1.62,R,RR,2,1300000 M$,180,0,Yes,Yes,No,Yes,No,No
McLaren,P1,67.8,351,2.80,29.0,1.45,S,MR,4,1300000 R$,245,1760,Yes,Yes,Yes,No,No,No
McLaren,675LT,54.3,330,2.80,29.0,1.09,S,MR,3,575 Gold,265,1867,Yes,No,No,No,No,No
McLaren,600LT,54.8,332,2.90,29.6,1.15,S,MR,1,600 Gold,180,1870,Yes,No,No,No,No,No
McLaren,720S Coupe,61.5,341,2.80,29.6,1.30,S,MR,5,650 Gold,180,1877,Yes,Yes,Yes,No,No,No
McLaren,765LT,61.5,330,2.70,28.5,1.40,S,MR,5,650 Gold,180,1877,Yes,Yes,No,Yes,Yes,Yes
McLaren,Artura,59.4,330,2.60,31.6,1.25,S,MR,2,650 Gold,180,1877,Yes,Yes,No,No,No,Yes
McLaren,P1 GTR,78.8,362,2.40,25.9,1.55,R,MR,4,900 Gold,120,1997,Yes,Yes,Yes,No,No,No
McLaren,650S GT3,60.8,333,2.90,28.0,1.29,R,MR,3,2500000 R$,120,1997,Yes,Yes,No,No,No,No
McLaren,Senna,66.2,335,2.90,28.0,1.45,S,MR,3,850 Gold,180,1997,Yes,Yes,No,Yes,Yes,No
McLaren,Speedtail (2020),78.2,402,2.30,29.9,1.20,S,MR,2,900 Gold,265,1997,Yes,Yes,No,No,No,No
McLaren,MP4/4,93.9,333,2.90,17.4,2.25,R,MR,3,950 Gold,180,2037,Yes,Yes,No,No,No,No
McLaren,Senna GTR,79.5,362,2.80,25.9,1.70,S,MR,2,1000 Gold,180,2037,Yes,Yes,No,Yes,Yes,Yes
McLaren,MP4-X,130.3,402,1.90,14.3,4.00,R,MR(MHD),2,1200 Gold,240,2117,Yes,Yes,No,No,Yes,No
Mercedes-Benz,190E 2.5-16 Evolution II,3.5,249,6.90,41.5,1.09,P,FR,3,80 Gold,105,980,Yes,Yes,No,Yes,No,No
Mercedes-AMG,A 45,30.5,249,4.20,32.3,1.10,P,F4,2,200 Gold,120,1082,Yes,No,No,Yes,No,No
Mercedes-Benz,SLS AMG,37.1,317,3.80,30.5,0.98,S,FR,2,260000 R$,140,1177,Yes,No,Yes,No,No,No
Mercedes-Benz,SL 65 AMG Black Series,38.3,319,3.80,32.0,1.00,S,FR,5,316000 R$,150,1247,Yes,No,Yes,No,Yes,No
Mercedes-Benz,SLS AMG GT3,43.0,299,3.50,30.5,1.09,R,FR,2,140 Gold,180,1415,Yes,No,Yes,No,No,No
Mercedes-AMG,C63S,33.3,290,3.80,35.1,1.03,R,FR,1,375 Gold,120,1480,Yes,No,No,Yes,No,No
Mercedes-Benz,SLR McLaren 722,48.6,338,3.50,29.3,1.13,S,FR,2,450 Gold,180,1585,Yes,Yes,No,No,No,No
Mercedes-AMG,GT3,60.2,328,3.00,27.4,1.30,R,FR,2,650 Gold,180,1665,Yes,Yes,No,No,No,Yes
Mercedes-Benz,CLK-LM,56.0,360,3.40,30.5,1.30,R,MR,2,640 Gold,180,1665,Yes,Yes,No,Yes,No,No
Mercedes-Benz,AMG CLK GTR Straßenversion,42.3,344,3.67,35.4,1.14,S,MR,2,650 Gold,180,1665,Yes,Yes,No,No,Yes,No
Mercedes-AMG,GT Black Series,60.5,325,2.90,28.0,1.30,S,FR,2,750 Gold,120,1812,Yes,No,No,Yes,No,No
Mercedes-AMG,GT4,48.3,272,4.05,31.1,1.46,R,FR,1,1000000 M$,180,0,Yes,No,No,No,No,No
Mercedes-AMG,C 63 Touring Car,64.3,290,2.70,29.6,1.48,R,FR,2,1250000 M$,180,0,Yes,No,No,No,No,No
Mercedes-Benz,C11,69.9,401,3.20,29.0,1.52,R,MR,2,800 Gold,180,1997,Yes,Yes,No,No,No,Yes
Mitsubishi Motors,Lancer Evolution VI,5.3,238,5.00,39.0,0.98,P,F4,1,300 Gold,180,1415,Yes,No,No,No,Yes,No
Mitsubishi Motors,Lancer Evolution X,6.1,241,5.20,42.4,0.96,P,F4,1,300 Gold,195,1480,Yes,No,No,No,No,No
Morgan,Plus Six,29.8,267,4.20,34.7,1.10,P,FR,2,300 Gold,180,1415,Yes,Yes,No,No,Yes,No
Nissan,Silvia (S15),1.7,243,5.50,34.4,0.85,P,FR(RHD),3,25700 R$,1,342,Yes,No,Yes,No,No,No
Nissan,Skyline GT-R V-Spec (R34),2.5,257,5.80,36.6,0.88,P,FR(RHD),5,35600 R$,9,460,Yes,Yes,Yes,No,No,No
Nissan,350Z (Z33),8.3,249,5.30,34.1,0.90,P,FR,5,47600 R$,30,565,Yes,No,Yes,No,No,No
Nissan,Skyline 2000 GT-R (KPGC10),0.1,201,7.90,44.2,0.85,P,FR(RHD),1,50 Gold,30,582,Yes,No,No,No,No,Yes
Nissan,370Z (Z34),19.1,275,5.10,32.6,0.95,P,FR,4,58500 R$,40,637,Yes,No,Yes,No,Yes,No
Nissan,240Z (S30),0.6,201,8.00,41.1,0.93,P,FR,2,50 Gold,55,702,Yes,Yes,No,Yes,No,No
Nissan,Skyline GT-R V-Spec (R33),2.3,251,5.90,37.2,0.91,P,F4,1,120 Gold,75,832,Yes,No,No,No,No,No
Nissan,GT-R Premium (R35),46.2,311,2.80,30.8,1.05,S,F4,5,170000 R$,110,1025,Yes,No,Yes,No,No,No
Nissan,300ZX (Z32),4.5,249,5.70,38.1,0.94,P,FR,2,180 Gold,135,1165,Yes,No,No,No,Yes,No
Nissan,370Z Nismo (Z34),19.4,249,4.90,34.7,1.03,P,FR,5,260 Gold,175,1377,Yes,Yes,No,Yes,No,No
Nissan,Skyline GT-R (R34) R3 Spec,32.5,298,4.80,31.7,1.22,R,FR,1,300 Gold,180,1377,Yes,No,No,No,No,No
Nissan,Sumo Power GT GT-R GT1,55.0,320,3.10,30.2,1.28,R,FR(RHD),2,458700 R$,175,1382,Yes,No,Yes,No,No,No
Nissan,JR Motorsports GT-R GT1,56.4,317,3.00,29.9,1.29,R,FR(RHD),3,459400 R$,175,1385,Yes,No,Yes,No,No,No
Nissan,Skyline GT-R Group A (BNR32),37.8,306,4.70,34.4,1.40,R,F4(RHD),5,280 Gold,180,1415,Yes,Yes,No,No,No,Yes
Nissan,240Z (S30) R3 Spec,27.8,266,4.70,33.5,1.17,R,F4,2,180 Gold,180,1415,Yes,No,No,No,No,No
Nissan,Z,21.5,249,4.50,37.2,1.05,P,FR,2,275 Gold,180,1415,Yes,Yes,No,No,Yes,No
Nissan,Nismo GT-R LM (BCNR33),23.9,251,5.40,29.3,1.20,P,FR,1,325 Gold,185,1432,Yes,No,No,No,Yes,No
Nissan,Silvia (S15) R3 Spec,40.7,274,4.50,30.5,1.40,R,FR,4,300 Gold,60,1450,Yes,Yes,No,No,No,No
Nissan,370Z (Z34) R3 Spec,41.2,282,4.20,30.5,1.30,R,FR,1,350 Gold,180,1450,Yes,No,No,No,No,No
Nissan,Altima (2016),46.1,307,3.68,44.5,1.37,R,FR(RHD),1,600 Gold,175,1480,No,No,No,No,No,No
Nissan,Altima (2017),48.8,307,3.66,44.5,1.44,R,FR(RHD),1,600 Gold,180,1510,No,No,No,No,No,No
Nissan,Altima (2018),49.0,309,3.60,43.9,1.44,R,FR(RHD),2,600 Gold,180,1510,No,No,No,No,No,No
Nissan,GT-R Nismo (R35),48.2,315,2.90,31.1,1.08,S,F4,1,520 Gold,180,1605,Yes,No,No,No,No,No
Nissan,R390 GT1,52.8,354,3.80,29.6,1.32,R,MR,1,630 Gold,180,1665,Yes,No,No,No,No,No
Nissan,Leaf Nismo RC,42.6,220,3.40,29.0,1.20,R,M4,2,600 Gold,180,1665,Yes,No,No,Yes,No,No
Nissan,Z GT4,49.5,312,3.90,30.5,1.38,R,FR,1,2000000 M$,255,0,Yes,No,No,No,No,No
Nissan,GT-R LM Nismo (2015),90.1,391,2.40,26.8,1.80,R,FF(RHD),2,950 Gold,180,1997,Yes,No,Yes,No,No,No
Nissan,GT-R (R35) R3 Spec,70.0,354,2.50,26.5,1.35,R,FR,2,850 Gold,180,1997,Yes,Yes,No,No,No,Yes
Oreca,07 LMP2,78.5,322,3.00,25.3,1.74,R,MR,2,2500000 M$,180,0,Yes,No,No,No,No,Yes
Pagani,Zonda F,55.8,346,3.60,30.2,1.40,S,MR,3,1280000 R$,245,1755,Yes,No,Yes,No,No,No
Pagani,Huayra,65.4,357,3.30,29.9,1.60,S,MR,4,1358000 R$,245,1775,Yes,No,Yes,No,No,No
Pagani,Zonda R,74.0,351,2.70,29.3,1.62,S,MR,7,400 Gold,280,1965,Yes,Yes,Yes,No,Yes,No
Pagani,Huayra BC,80.8,370,2.30,29.0,1.66,S,RR,4,900 Gold,180,1997,Yes,Yes,No,Yes,Yes,Yes
Pagani,Utopia,67.6,377,3.10,29.3,1.65,S,MR,2,850 Gold,180,1997,Yes,Yes,No,No,No,Yes
Pagani,Huayra R,81.0,386,2.60,28.6,1.70,S,MR,2,950 Gold,180,2037,Yes,Yes,No,No,Yes,No
Porsche,911 Targa (1974),0.1,209,8.20,39.3,0.89,P,RR,1,53000 R$,35,602,Yes,No,No,No,No,No
Porsche,911 Carrera 2 Speedster (1993),10.7,259,5.70,32.9,0.97,S,RR,2,135000 R$,95,940,Yes,No,No,No,No,No
Porsche,911 Turbo (2009),43.8,311,3.40,30.5,1.05,S,R4,5,148000 R$,100,975,Yes,No,No,Yes,No,No
Porsche,911 GT3 RS,34.8,311,4.00,30.2,0.99,P,RR,3,172700 R$,115,1030,Yes,No,Yes,No,No,No
Porsche,911 GT3 RS 4.0,40.3,311,3.80,29.9,1.08,S,RR,2,185950 R$,115,1057,Yes,No,Yes,No,No,No
Porsche,911 Carrera RS 3.8 (1995),20.7,277,5.00,32.3,0.99,S,RR,3,230000 R$,130,1132,Yes,No,No,No,No,No
Porsche,911 GT3 Cup,42.1,330,3.40,30.5,1.03,R,RR,3,265500 R$,140,1185,Yes,No,Yes,No,No,No
Porsche,911 GT2 (2003),35.9,319,4.00,31.1,1.00,S,RR,5,120 Gold,145,1205,Yes,No,No,Yes,No,No
Porsche,911 Carrera RS 2.7 (1972),3.3,241,6.30,34.4,0.96,S,RR,3,300000 R$,150,1230,Yes,No,No,No,No,No
Porsche,959 Sport,39.2,319,3.60,34.4,1.06,P,RR,2,320 Gold,165,1332,Yes,No,No,No,No,No
Porsche,911 Carrera S,38.7,307,4.00,29.9,1.08,P,RR,3,320 Gold,165,1332,Yes,No,No,No,No,No
Porsche,Cayman S,30.3,285,4.20,31.7,0.99,P,MR,2,290 Gold,170,1352,Yes,No,No,No,No,No
Porsche,Cayman GT4,29.2,296,4.40,30.5,0.98,P,MR,4,280 Gold,170,1352,Yes,No,No,No,No,No
Porsche,Carrera GT,44.4,330,3.80,30.8,0.99,S,MR,3,449900 R$,175,1375,Yes,No,Yes,No,No,No
Porsche,Boxster GTS,40.6,278,4.40,31.1,1.18,P,MR,2,300 Gold,180,1415,Yes,No,No,No,Yes,No
Porsche,718 RSK,10.8,261,5.10,37.2,0.92,R,MR,1,400 Gold,180,1415,Yes,No,No,No,No,No
Porsche,918 RSR Concept,56.1,322,3.10,29.9,1.30,R,MR,4,150 Gold,190,1452,Yes,Yes,Yes,No,No,No
Porsche,718 Cayman GT4 RS,46.2,315,3.29,31.4,1.10,R,MR,2,450 Gold,180,1585,Yes,Yes,No,Yes,No,No
Porsche,911 RSR (2021),63.7,262,3.40,25.6,1.65,R,MR,1,1950000 M$,180,0,Yes,No,No,Yes,No,No
Porsche,911 RSR (2020),63.7,262,3.40,25.6,1.65,R,MR,1,1950000 M$,180,0,Yes,No,No,No,No,No
Porsche,909 Bergspyder,50.3,249,2.40,29.3,1.05,R,MR,1,400 Gold,180,1585,Yes,Yes,No,No,No,No
Porsche,918 Spyder Concept,60.2,322,3.00,30.2,1.40,S,M4,8,845000 R$,215,1605,Yes,No,Yes,No,Yes,No
Porsche,918 Spyder Weissach Package,70.4,344,2.50,28.7,1.45,S,MR,3,700 Gold,225,1647,Yes,No,No,No,No,No
Porsche,911 GT1 Straßenversion,42.3,312,3.77,33.5,1.20,S,MR,2,650 Gold,180,1665,Yes,Yes,No,No,Yes,No
Porsche,Taycan Turbo S,42.9,259,2.80,33.5,1.04,S,M4,2,600 Gold,180,1665,Yes,Yes,No,No,Yes,No
Porsche,911 GT1-98,56.6,357,3.40,29.9,1.31,R,MR,3,650 Gold,180,1665,Yes,Yes,No,No,No,No
Porsche,911 GT3 RSR (997),57.0,291,3.68,29.0,1.55,R,FR,1,1900000 M$,180,0,Yes,No,No,Yes,No,No
Porsche,935 (1979),52.1,340,3.30,33.5,1.28,R,RR,1,650 Gold,180,1665,Yes,No,No,No,No,No
Porsche,911 GT3 R,65.3,277,3.05,29.3,1.67,R,RR,3,1300000 M$,180,0,Yes,Yes,No,Yes,No,No
Porsche,911 GT3 (2021),49.3,319,3.40,28.6,1.15,P,RR,2,525 Gold,180,1787,Yes,Yes,No,Yes,No,No
Porsche,919 Hybrid (2014),90.2,362,2.63,25.0,2.00,R,M4,2,950 Gold,120,1812,Yes,No,Yes,No,No,No
Porsche,911 GT3 RS (2018),55.4,312,3.10,28.0,1.24,S,RR,3,600 Gold,180,1812,Yes,No,No,Yes,No,No
Porsche,911 Turbo S,79.2,330,2.60,26.8,1.40,S,R4,2,725 Gold,180,1977,Yes,Yes,No,Yes,No,No
Porsche,911 RSR (2013),74.4,296,2.70,26.8,1.70,R,RR,2,600 Gold,265,1877,Yes,No,No,No,No,No
Porsche,Taycan Turbo GT,55.1,304,2.30,32.0,1.10,S,M4,1,600 Gold,180,1877,Yes,No,No,No,No,No
Porsche,718 Cayman GT4 Clubsport,48.4,272,4.15,30.2,1.49,R,MR,2,1000000 M$,180,0,Yes,No,No,No,No,No
Porsche,RS Spyder Evo,71.7,266,3.05,25.9,1.78,R,MR,1,2000000 M$,180,0,Yes,No,No,Yes,No,No
Porsche,911 RSR (2014),74.4,306,2.70,26.8,1.70,R,RR,2,600 Gold,285,1982,Yes,No,No,No,No,No
Porsche,911 RSR (2015),75.6,317,2.68,26.5,1.72,R,RR,2,600 Gold,285,1990,Yes,No,No,No,No,No
Porsche,911 RSR (2016),77.5,319,2.74,26.8,1.75,R,RR,1,650 Gold,285,1990,Yes,No,No,No,No,No
Porsche,911 RSR (2017),78.2,320,2.74,26.5,1.76,R,MR,1,680 Gold,180,1990,Yes,No,No,No,No,No
Porsche,911 RSR (2018),79.1,320,2.74,26.2,1.78,R,MR,1,680 Gold,180,1990,Yes,No,No,No,No,Yes
Porsche,911 RSR (2019),79.2,320,2.74,26.2,1.78,R,MR,1,680 Gold,180,1990,Yes,No,No,No,No,No
Porsche,917K,62.1,354,3.00,29.6,1.35,R,MR,1,670 Gold,180,1997,Yes,No,No,No,Yes,No
Porsche,962C,70.5,349,2.97,29.3,1.60,R,MR,1,800 Gold,180,1997,Yes,Yes,No,No,No,Yes
Porsche,936/77 Spyder,66.4,360,2.98,29.3,1.45,R,MR,2,740 Gold,180,1997,Yes,Yes,No,No,No,No
Porsche,911 GT2 RS,73.1,386,2.70,29.3,1.50,S,RR,3,800 Gold,180,1997,Yes,Yes,No,No,No,Yes
Porsche,911 GT2 RS Clubsport,74.1,340,2.60,28.7,1.60,R,FR,3,825 Gold,180,1997,Yes,Yes,No,Yes,Yes,No
Porsche,919 Hybrid (2015),90.5,377,2.58,24.4,2.07,R,MR,3,950 Gold,180,1997,Yes,Yes,Yes,No,No,Yes
Porsche,935 (2019),75.3,343,2.67,28.6,1.65,R,RR,3,850 Gold,180,1997,Yes,Yes,No,Yes,Yes,No
Porsche,Mission R,82.7,309,2.40,33.5,2.00,R,M4,1,2500000 M$,180,0,Yes,Yes,No,No,Yes,No
Porsche,911 GT2 RS Clubsport 25,77.4,346,2.58,28.0,1.66,R,RR,2,900 Gold,180,2030,Yes,Yes,No,Yes,No,No
Porsche,963 LMDh,85.4,333,2.65,21.9,1.80,R,RR,2,2650000 M$,180,0,Yes,Yes,No,No,No,Yes
Porsche,919 Hybrid Evo,110.5,370,2.02,16.8,2.90,R,M4,2,1150 Gold,180,2090,Yes,Yes,No,No,Yes,No
Radical,SR10 XXR,91.0,290,2.40,28.6,2.40,R,MR,2,2800000 M$,180,0,Yes,Yes,No,No,Yes,No
Renault,Clio Cup,5.7,238,5.80,36.3,0.99,S,FF,4,40 Gold,40,630,Yes,No,No,Yes,Yes,No
Renault,Megane R.S. 275 Trophy-R,14.1,254,5.80,34.1,1.15,P,FF(RHD),2,95 Gold,90,647,Yes,No,No,No,No,No
Renault,Dezir Concept,11.1,180,5.00,35.1,1.01,S,MR,2,260 Gold,170,1352,Yes,No,No,Yes,No,No
Renault,R.S. 01,66.8,325,3.00,27.1,1.50,S,MR,3,2100000 R$,275,1932,Yes,Yes,Yes,No,No,No
Rimac,Nevera,93.2,415,1.74,27.3,1.68,S,M4,2,1100 Gold,180,2090,Yes,Yes,No,No,No,Yes
Shelby,Cobra GT500 (1967),3.4,222,6.20,48.8,0.80,P,FR,3,80 Gold,130,1125,Yes,No,Yes,No,No,No
Shelby,Cobra 427 (1966),23.1,266,4.20,36.6,0.95,S,FR,3,180 Gold,195,1480,Yes,No,Yes,No,No,No
Spada,Codatronca TS,56.3,340,2.95,28.7,1.17,S,FR,1,690000 R$,205,1530,Yes,No,No,No,No,No
Spada,Codatronca Barchetta,57.5,335,2.78,29.3,1.18,S,FR,1,270 Gold,205,1550,Yes,No,No,No,No,No
SRT,Viper GTS,42.4,332,3.50,32.3,1.06,S,FR,3,176000 R$,115,1037,Yes,No,Yes,No,No,No
Subaru,Impreza 22B-STI Version,5.4,229,4.90,38.1,0.99,P,F4,1,300 Gold,180,1415,Yes,No,No,No,Yes,No
Toyota,Camry (Sunoco),41.0,314,3.70,31.1,1.07,R,FR,1,720000 R$,30,1545,No,No,No,No,No,No
Toyota,Camry (Joe Gibbs Racing - 2015),44.1,315,3.59,30.2,1.10,S,FR,1,500 Gold,180,1560,No,No,No,No,No,No
Toyota,Camry (Joe Gibbs Racing - 2016),44.2,319,3.58,30.2,1.09,S,FR,1,500 Gold,180,1560,No,No,No,No,No,No
Toyota,Camry (Joe Gibbs Racing - 2017),43.5,320,3.50,29.9,1.02,S,FR,1,500 Gold,180,1560,No,No,No,No,No,No
Toyota,Camry (2018),43.8,322,3.50,30.2,1.05,S,FR,1,500 Gold,180,1560,No,No,No,No,No,No
Toyota,Camry (2019),45.7,327,3.50,30.2,1.09,R,FR,2,500 Gold,180,1560,No,No,No,No,No,No
Toyota,Camry (Joe Gibbs Racing - 2020),43.8,295,3.48,29.9,1.10,R,FR,1,2150000 M$,180,0,No,No,No,No,No,No
Toyota,Camry (Joe Gibbs Racing - 2021),45.4,298,3.45,29.3,1.12,R,FR,1,2150000 M$,180,0,No,No,No,No,No,No
Toyota,Camry (23XI Racing - 2021),45.4,301,3.42,29.3,1.10,R,FR,1,2150000 M$,180,0,No,No,No,No,No,No
Toyota,Camry TRD (2022),45.3,293,3.44,29.3,1.10,R,FR,1,2150000 M$,180,0,No,No,No,No,Yes,No
Toyota,Camry TRD (2023),46.7,296,3.34,29.0,1.12,R,FR,1,2150000 M$,180,0,No,No,No,No,No,Yes
Toyota,GR Yaris Rally1 Hybrid,43.2,201,2.70,29.7,1.37,R,F4,1,2250000 M$,260,0,Yes,No,No,No,No,Yes
Toyota,TS040 Hybrid (2014),89.4,394,2.50,26.2,1.82,R,M4,2,950 Gold,325,2192,Yes,No,Yes,No,No,No
Volkswagen,Golf GTI (2021),15.4,249,5.10,33.8,0.97,P,FF,2,300 Gold,180,1377,Yes,No,No,Yes,No,No
Volkswagen,XL Sport,23.7,270,5.50,32.0,1.25,R,M4,2,350 Gold,180,1415,Yes,No,No,Yes,No,No
Volkswagen,ID.R,107.5,269,2.25,19.8,2.45,R,MR,2,1100 Gold,180,2062,Yes,Yes,No,Yes,No,No
Zenvo,Aurora Tur,81.2,451,2.30,31.1,1.45,S,M4,2,900 Gold,180,1997,Yes,Yes,No,No,No,No
